schema_version,section,method,stages,bytes_in_flight_kib,metric,unit,evidence_class,campaign_count,campaign_1_value,campaign_2_value,campaign_3_value,mean,median,stdev_sample,cross_campaign_cv_percent,minimum,maximum,cross_campaign_cv_review_flag,notes
gb300.analysis.v1,pair_ratio,not_applicable,4,64,tma_to_ldgsts_ratio,ratio,within_campaign_derived_estimate,3,0.990981321,0.991142971,0.991254428,0.991126240,0.991142971,0.000137320,0.013855,0.990981321,0.991254428,ok,interpretation=ldgsts_higher
gb300.analysis.v1,pair_ratio,not_applicable,8,16,tma_to_ldgsts_ratio,ratio,within_campaign_derived_estimate,3,0.600558912,0.601560485,0.600935109,0.601018169,0.600935109,0.000505926,0.084178,0.600558912,0.601560485,ok,interpretation=ldgsts_higher
gb300.analysis.v1,pair_ratio,not_applicable,8,32,tma_to_ldgsts_ratio,ratio,within_campaign_derived_estimate,3,0.653406006,0.653740106,0.654391191,0.653845768,0.653740106,0.000501020,0.076627,0.653406006,0.654391191,ok,interpretation=ldgsts_higher
gb300.analysis.v1,pair_ratio,not_applicable,8,64,tma_to_ldgsts_ratio,ratio,within_campaign_derived_estimate,3,0.716623854,0.716888397,0.716516247,0.716676166,0.716623854,0.000191511,0.026722,0.716516247,0.716888397,ok,interpretation=ldgsts_higher
gb300.analysis.v1,saturation,ldgsts,2,not_applicable,earliest_tested_candidate_saturation_bif_kib,KiB,within_campaign_derived_estimate,3,64,64,64,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,consensus=64
gb300.analysis.v1,saturation,ldgsts,4,not_applicable,earliest_tested_candidate_saturation_bif_kib,KiB,within_campaign_derived_estimate,3,64,64,64,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,consensus=64
gb300.analysis.v1,saturation,ldgsts,8,not_applicable,earliest_tested_candidate_saturation_bif_kib,KiB,within_campaign_derived_estimate,3,64,64,64,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,consensus=64
gb300.analysis.v1,saturation,tma,2,not_applicable,earliest_tested_candidate_saturation_bif_kib,KiB,within_campaign_derived_estimate,3,64,64,64,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,consensus=64
gb300.analysis.v1,saturation,tma,4,not_applicable,earliest_tested_candidate_saturation_bif_kib,KiB,within_campaign_derived_estimate,3,64,64,64,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,consensus=64
gb300.analysis.v1,saturation,tma,8,not_applicable,earliest_tested_candidate_saturation_bif_kib,KiB,within_campaign_derived_estimate,3,64,64,64,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,consensus=64
gb300.analysis.v1,ncu_validation,ldgsts,2,16,dram_read_ratio,ratio,within_campaign_derived_estimate,3,1.000013553,1.000020657,1.000018443,1.000017551,1.000018443,0.000003635,0.000363,1.000013553,1.000020657,ok,hbm=HBM_VALIDATED
gb300.analysis.v1,ncu_validation,ldgsts,2,16,hbm_classification,not_applicable,within_campaign_derived_estimate,3,HBM_VALIDATED,HBM_VALIDATED,HBM_VALIDATED,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,preserved_source_diagnostic
gb300.analysis.v1,ncu_validation,ldgsts,2,16,diagnostic_flags,not_applicable,source_diagnostic,3,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,"preserved_source_diagnostic;diagnostic_field_present;flag_set=present_and_empty,present_and_empty,present_and_empty"
gb300.analysis.v1,ncu_validation,tma,2,16,dram_read_ratio,ratio,within_campaign_derived_estimate,3,1.000024254,1.000051152,1.000018279,1.000031228,1.000024254,0.000017511,0.001751,1.000018279,1.000051152,ok,hbm=HBM_VALIDATED
gb300.analysis.v1,ncu_validation,tma,2,16,hbm_classification,not_applicable,within_campaign_derived_estimate,3,HBM_VALIDATED,HBM_VALIDATED,HBM_VALIDATED,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,preserved_source_diagnostic
gb300.analysis.v1,ncu_validation,tma,2,16,diagnostic_flags,not_applicable,source_diagnostic,3,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,"preserved_source_diagnostic;diagnostic_field_present;flag_set=present_and_empty,present_and_empty,present_and_empty"
gb300.analysis.v1,ncu_validation,tma,4,32,dram_read_ratio,ratio,within_campaign_derived_estimate,3,1.000086374,1.000020196,1.000029782,1.000045451,1.000029782,0.000035763,0.003576,1.000020196,1.000086374,ok,hbm=HBM_VALIDATED
gb300.analysis.v1,ncu_validation,tma,4,32,hbm_classification,not_applicable,within_campaign_derived_estimate,3,HBM_VALIDATED,HBM_VALIDATED,HBM_VALIDATED,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,preserved_source_diagnostic
gb300.analysis.v1,ncu_validation,tma,4,32,diagnostic_flags,not_applicable,source_diagnostic,3,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,"preserved_source_diagnostic;diagnostic_field_present;flag_set=present_and_empty,present_and_empty,present_and_empty"
gb300.analysis.v1,ncu_validation,ldgsts,4,32,dram_read_ratio,ratio,within_campaign_derived_estimate,3,1.000033170,1.000001159,1.000068273,1.000034201,1.000033170,0.000033569,0.003357,1.000001159,1.000068273,ok,hbm=HBM_VALIDATED
gb300.analysis.v1,ncu_validation,ldgsts,4,32,hbm_classification,not_applicable,within_campaign_derived_estimate,3,HBM_VALIDATED,HBM_VALIDATED,HBM_VALIDATED,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,preserved_source_diagnostic
gb300.analysis.v1,ncu_validation,ldgsts,4,32,diagnostic_flags,not_applicable,source_diagnostic,3,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,"preserved_source_diagnostic;diagnostic_field_present;flag_set=present_and_empty,present_and_empty,present_and_empty"
gb300.analysis.v1,ncu_validation,ldgsts,8,64,dram_read_ratio,ratio,within_campaign_derived_estimate,3,1.000003329,1.000001040,1.000006985,1.000003785,1.000003329,0.000002998,0.000300,1.000001040,1.000006985,ok,hbm=HBM_VALIDATED
gb300.analysis.v1,ncu_validation,ldgsts,8,64,hbm_classification,not_applicable,within_campaign_derived_estimate,3,HBM_VALIDATED,HBM_VALIDATED,HBM_VALIDATED,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,preserved_source_diagnostic
gb300.analysis.v1,ncu_validation,ldgsts,8,64,diagnostic_flags,not_applicable,source_diagnostic,3,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,"preserved_source_diagnostic;diagnostic_field_present;flag_set=present_and_empty,present_and_empty,present_and_empty"
gb300.analysis.v1,ncu_validation,tma,8,64,dram_read_ratio,ratio,within_campaign_derived_estimate,3,1.000001159,1.000029366,1.000078616,1.000036380,1.000029366,0.000039202,0.003920,1.000001159,1.000078616,ok,hbm=HBM_VALIDATED
gb300.analysis.v1,ncu_validation,tma,8,64,hbm_classification,not_applicable,within_campaign_derived_estimate,3,HBM_VALIDATED,HBM_VALIDATED,HBM_VALIDATED,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,preserved_source_diagnostic
gb300.analysis.v1,ncu_validation,tma,8,64,diagnostic_flags,not_applicable,source_diagnostic,3,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,"preserved_source_diagnostic;diagnostic_field_present;flag_set=present_and_empty,present_and_empty,present_and_empty"
